# Simulated NCR wholesale prices (PHP/kg) for the last 90 days.
# market,commodity,price_php_per_kg,demand,date
Davao Bankerohan,Eggplant,64,Stable,2026-06-02
Iloilo Terminal,Eggplant,65,Stable,2026-06-02
Balintawak,Squash,38,Rising,2026-06-02
Divisoria,Squash,33,Dipping,2026-06-02
Mega Q-Mart,Squash,46,Rising,2026-06-02
Muntinlupa,Squash,45,Rising,2026-06-02
Cebu Carbon,Squash,47,Surging,2026-06-02
Baguio Public,Squash,49,Surging,2026-06-02
Davao Bankerohan,Squash,45,Rising,2026-06-02
Iloilo Terminal,Squash,46,Rising,2026-06-02
Balintawak,Ampalaya,72,Rising,2026-06-02
Divisoria,Ampalaya,76,Surging,2026-06-02
Mega Q-Mart,Ampalaya,94,Surging,2026-06-02
Muntinlupa,Ampalaya,74,Dipping,2026-06-02
Cebu Carbon,Ampalaya,80,Stable,2026-06-02
Baguio Public,Ampalaya,83,Stable,2026-06-02
Davao Bankerohan,Ampalaya,84,Stable,2026-06-02
Iloilo Terminal,Ampalaya,75,Dipping,2026-06-02
Balintawak,Pechay Baguio,48,Stable,2026-06-01
Divisoria,Pechay Baguio,52,Rising,2026-06-01
Mega Q-Mart,Pechay Baguio,63,Rising,2026-06-01
Muntinlupa,Pechay Baguio,60,Stable,2026-06-01
Cebu Carbon,Pechay Baguio,62,Rising,2026-06-01
Baguio Public,Pechay Baguio,64,Rising,2026-06-01
Davao Bankerohan,Pechay Baguio,64,Rising,2026-06-01
Iloilo Terminal,Pechay Baguio,62,Rising,2026-06-01
Balintawak,Cabbage (Scorpio),45,Surging,2026-06-01
Divisoria,Cabbage (Scorpio),37,Dipping,2026-06-01
Mega Q-Mart,Cabbage (Scorpio),48,Stable,2026-06-01
Muntinlupa,Cabbage (Scorpio),50,Rising,2026-06-01
Cebu Carbon,Cabbage (Scorpio),49,Stable,2026-06-01
Baguio Public,Cabbage (Scorpio),53,Rising,2026-06-01
Davao Bankerohan,Cabbage (Scorpio),53,Surging,2026-06-01
Iloilo Terminal,Cabbage (Scorpio),48,Stable,2026-06-01
Balintawak,Carrots,77,Dipping,2026-06-01
Divisoria,Carrots,78,Dipping,2026-06-01
Mega Q-Mart,Carrots,98,Dipping,2026-06-01
Muntinlupa,Carrots,105,Stable,2026-06-01
Cebu Carbon,Carrots,109,Rising,2026-06-01
Baguio Public,Carrots,110,Rising,2026-06-01
Davao Bankerohan,Carrots,117,Surging,2026-06-01
Iloilo Terminal,Carrots,110,Rising,2026-06-01
Balintawak,Broccoli,132,Stable,2026-06-01
Divisoria,Broccoli,129,Stable,2026-06-01
Mega Q-Mart,Broccoli,160,Stable,2026-06-01
Muntinlupa,Broccoli,170,Rising,2026-06-01
Cebu Carbon,Broccoli,189,Surging,2026-06-01
Baguio Public,Broccoli,148,Dipping,2026-06-01
Davao Bankerohan,Broccoli,164,Stable,2026-06-01
Iloilo Terminal,Broccoli,172,Rising,2026-06-01
Balintawak,Tomato,63,Dipping,2026-06-01
Divisoria,Tomato,70,Rising,2026-06-01
Mega Q-Mart,Tomato,84,Rising,2026-06-01
Muntinlupa,Tomato,85,Rising,2026-06-01
Cebu Carbon,Tomato,83,Stable,2026-06-01
Baguio Public,Tomato,84,Rising,2026-06-01
Davao Bankerohan,Tomato,85,Rising,2026-06-01
Iloilo Terminal,Tomato,85,Rising,2026-06-01
Balintawak,White Potato,84,Surging,2026-06-01
Divisoria,White Potato,80,Rising,2026-06-01
Mega Q-Mart,White Potato,86,Dipping,2026-06-01
Muntinlupa,White Potato,89,Stable,2026-06-01
Cebu Carbon,White Potato,92,Stable,2026-06-01
Baguio Public,White Potato,95,Rising,2026-06-01
Davao Bankerohan,White Potato,101,Surging,2026-06-01
Iloilo Terminal,White Potato,86,Dipping,2026-06-01
Balintawak,Bell Pepper (Green),170,Surging,2026-06-01
Divisoria,Bell Pepper (Green),150,Stable,2026-06-01
Mega Q-Mart,Bell Pepper (Green),212,Surging,2026-06-01
Muntinlupa,Bell Pepper (Green),213,Surging,2026-06-01
Cebu Carbon,Bell Pepper (Green),201,Rising,2026-06-01
Baguio Public,Bell Pepper (Green),213,Surging,2026-06-01
Davao Bankerohan,Bell Pepper (Green),195,Rising,2026-06-01
Iloilo Terminal,Bell Pepper (Green),210,Surging,2026-06-01
Balintawak,Cauliflower,114,Dipping,2026-06-01
Divisoria,Cauliflower,121,Stable,2026-06-01
Mega Q-Mart,Cauliflower,148,Stable,2026-06-01
Muntinlupa,Cauliflower,149,Stable,2026-06-01
Cebu Carbon,Cauliflower,155,Stable,2026-06-01
Baguio Public,Cauliflower,151,Stable,2026-06-01
Davao Bankerohan,Cauliflower,159,Rising,2026-06-01
Iloilo Terminal,Cauliflower,159,Rising,2026-06-01
Balintawak,Lettuce (Romaine),112,Surging,2026-06-01
Divisoria,Lettuce (Romaine),95,Stable,2026-06-01
Mega Q-Mart,Lettuce (Romaine),123,Rising,2026-06-01
Muntinlupa,Lettuce (Romaine),115,Stable,2026-06-01
Cebu Carbon,Lettuce (Romaine),134,Surging,2026-06-01
Baguio Public,Lettuce (Romaine),132,Surging,2026-06-01
Davao Bankerohan,Lettuce (Romaine),111,Dipping,2026-06-01
Iloilo Terminal,Lettuce (Romaine),119,Stable,2026-06-01
Balintawak,Mango (Carabao),101,Dipping,2026-06-01
Divisoria,Mango (Carabao),115,Rising,2026-06-01
Mega Q-Mart,Mango (Carabao),149,Surging,2026-06-01
Muntinlupa,Mango (Carabao),133,Stable,2026-06-01
Cebu Carbon,Mango (Carabao),143,Surging,2026-06-01
Baguio Public,Mango (Carabao),150,Surging,2026-06-01
Davao Bankerohan,Mango (Carabao),144,Surging,2026-06-01
Iloilo Terminal,Mango (Carabao),146,Surging,2026-06-01
Balintawak,Rice (Well Milled),50,Rising,2026-06-01
Divisoria,Rice (Well Milled),50,Surging,2026-06-01
Mega Q-Mart,Rice (Well Milled),54,Stable,2026-06-01
Muntinlupa,Rice (Well Milled),54,Dipping,2026-06-01
Cebu Carbon,Rice (Well Milled),55,Stable,2026-06-01
Baguio Public,Rice (Well Milled),51,Dipping,2026-06-01
Davao Bankerohan,Rice (Well Milled),57,Stable,2026-06-01
Iloilo Terminal,Rice (Well Milled),64,Surging,2026-06-01
Balintawak,Eggplant,61,Surging,2026-06-01
Divisoria,Eggplant,59,Surging,2026-06-01
Mega Q-Mart,Eggplant,64,Stable,2026-06-01
Muntinlupa,Eggplant,67,Rising,2026-06-01
Cebu Carbon,Eggplant,66,Stable,2026-06-01
Baguio Public,Eggplant,66,Stable,2026-06-01
Davao Bankerohan,Eggplant,69,Rising,2026-06-01
Iloilo Terminal,Eggplant,65,Stable,2026-06-01
Balintawak,Squash,39,Surging,2026-06-01
Divisoria,Squash,41,Surging,2026-06-01
Mega Q-Mart,Squash,40,Dipping,2026-06-01
Muntinlupa,Squash,50,Surging,2026-06-01
Cebu Carbon,Squash,49,Surging,2026-06-01
Baguio Public,Squash,44,Stable,2026-06-01
Davao Bankerohan,Squash,44,Stable,2026-06-01
Iloilo Terminal,Squash,47,Rising,2026-06-01
Balintawak,Ampalaya,72,Rising,2026-06-01
Divisoria,Ampalaya,73,Surging,2026-06-01
Mega Q-Mart,Ampalaya,77,Dipping,2026-06-01
Muntinlupa,Ampalaya,82,Stable,2026-06-01
Cebu Carbon,Ampalaya,89,Surging,2026-06-01
Baguio Public,Ampalaya,74,Dipping,2026-06-01
Davao Bankerohan,Ampalaya,83,Stable,2026-06-01
Iloilo Terminal,Ampalaya,80,Stable,2026-06-01
Balintawak,Pechay Baguio,45,Dipping,2026-05-31
Divisoria,Pechay Baguio,52,Rising,2026-05-31
Mega Q-Mart,Pechay Baguio,61,Rising,2026-05-31
Muntinlupa,Pechay Baguio,63,Rising,2026-05-31
Cebu Carbon,Pechay Baguio,67,Surging,2026-05-31
Baguio Public,Pechay Baguio,60,Stable,2026-05-31
Davao Bankerohan,Pechay Baguio,63,Rising,2026-05-31
Iloilo Terminal,Pechay Baguio,57,Dipping,2026-05-31
Balintawak,Cabbage (Scorpio),39,Stable,2026-05-31
Divisoria,Cabbage (Scorpio),36,Dipping,2026-05-31
Mega Q-Mart,Cabbage (Scorpio),47,Stable,2026-05-31
Muntinlupa,Cabbage (Scorpio),53,Rising,2026-05-31
Cebu Carbon,Cabbage (Scorpio),51,Rising,2026-05-31
Baguio Public,Cabbage (Scorpio),52,Rising,2026-05-31
Davao Bankerohan,Cabbage (Scorpio),50,Rising,2026-05-31
Iloilo Terminal,Cabbage (Scorpio),50,Rising,2026-05-31
Balintawak,Carrots,90,Rising,2026-05-31
Divisoria,Carrots,95,Surging,2026-05-31
Mega Q-Mart,Carrots,101,Stable,2026-05-31
Muntinlupa,Carrots,112,Rising,2026-05-31
Cebu Carbon,Carrots,115,Surging,2026-05-31
Baguio Public,Carrots,112,Rising,2026-05-31
Davao Bankerohan,Carrots,110,Rising,2026-05-31
Iloilo Terminal,Carrots,100,Stable,2026-05-31
Balintawak,Broccoli,138,Rising,2026-05-31
Divisoria,Broccoli,150,Surging,2026-05-31
Mega Q-Mart,Broccoli,151,Dipping,2026-05-31
Muntinlupa,Broccoli,156,Stable,2026-05-31
Cebu Carbon,Broccoli,170,Rising,2026-05-31
Baguio Public,Broccoli,152,Dipping,2026-05-31
Davao Bankerohan,Broccoli,167,Stable,2026-05-31
Iloilo Terminal,Broccoli,150,Dipping,2026-05-31
Balintawak,Tomato,64,Stable,2026-05-31
Divisoria,Tomato,65,Stable,2026-05-31
Mega Q-Mart,Tomato,86,Rising,2026-05-31
Muntinlupa,Tomato,81,Stable,2026-05-31
Cebu Carbon,Tomato,79,Stable,2026-05-31
Baguio Public,Tomato,87,Rising,2026-05-31
Davao Bankerohan,Tomato,86,Rising,2026-05-31
Iloilo Terminal,Tomato,77,Dipping,2026-05-31
Balintawak,White Potato,70,Dipping,2026-05-31
Divisoria,White Potato,83,Surging,2026-05-31
Mega Q-Mart,White Potato,95,Rising,2026-05-31
Muntinlupa,White Potato,91,Stable,2026-05-31
Cebu Carbon,White Potato,106,Surging,2026-05-31
Baguio Public,White Potato,96,Rising,2026-05-31
Davao Bankerohan,White Potato,88,Dipping,2026-05-31
Iloilo Terminal,White Potato,92,Stable,2026-05-31
Balintawak,Bell Pepper (Green),157,Rising,2026-05-31
Divisoria,Bell Pepper (Green),170,Surging,2026-05-31
Mega Q-Mart,Bell Pepper (Green),171,Dipping,2026-05-31
Muntinlupa,Bell Pepper (Green),199,Rising,2026-05-31
Cebu Carbon,Bell Pepper (Green),204,Surging,2026-05-31
Baguio Public,Bell Pepper (Green),204,Surging,2026-05-31
Davao Bankerohan,Bell Pepper (Green),181,Stable,2026-05-31
Iloilo Terminal,Bell Pepper (Green),193,Rising,2026-05-31
Balintawak,Cauliflower,117,Dipping,2026-05-31
Divisoria,Cauliflower,115,Dipping,2026-05-31
Mega Q-Mart,Cauliflower,160,Rising,2026-05-31
Muntinlupa,Cauliflower,144,Dipping,2026-05-31
Cebu Carbon,Cauliflower,155,Stable,2026-05-31
Baguio Public,Cauliflower,140,Dipping,2026-05-31
Davao Bankerohan,Cauliflower,139,Dipping,2026-05-31
Iloilo Terminal,Cauliflower,142,Dipping,2026-05-31
Balintawak,Lettuce (Romaine),107,Surging,2026-05-31
Divisoria,Lettuce (Romaine),112,Surging,2026-05-31
Mega Q-Mart,Lettuce (Romaine),117,Stable,2026-05-31
Muntinlupa,Lettuce (Romaine),114,Dipping,2026-05-31
Cebu Carbon,Lettuce (Romaine),111,Dipping,2026-05-31
Baguio Public,Lettuce (Romaine),111,Dipping,2026-05-31
Davao Bankerohan,Lettuce (Romaine),117,Stable,2026-05-31
Iloilo Terminal,Lettuce (Romaine),116,Stable,2026-05-31
Balintawak,Mango (Carabao),112,Rising,2026-05-31
Divisoria,Mango (Carabao),117,Surging,2026-05-31
Mega Q-Mart,Mango (Carabao),142,Rising,2026-05-31
Muntinlupa,Mango (Carabao),149,Surging,2026-05-31
Cebu Carbon,Mango (Carabao),134,Stable,2026-05-31
Baguio Public,Mango (Carabao),146,Surging,2026-05-31
Davao Bankerohan,Mango (Carabao),135,Rising,2026-05-31
Iloilo Terminal,Mango (Carabao),149,Surging,2026-05-31
Balintawak,Rice (Well Milled),49,Rising,2026-05-31
Divisoria,Rice (Well Milled),47,Rising,2026-05-31
Mega Q-Mart,Rice (Well Milled),59,Rising,2026-05-31
Muntinlupa,Rice (Well Milled),52,Dipping,2026-05-31
Cebu Carbon,Rice (Well Milled),58,Stable,2026-05-31
Baguio Public,Rice (Well Milled),63,Surging,2026-05-31
Davao Bankerohan,Rice (Well Milled),52,Dipping,2026-05-31
Iloilo Terminal,Rice (Well Milled),59,Rising,2026-05-31
Balintawak,Eggplant,53,Stable,2026-05-31
Divisoria,Eggplant,58,Surging,2026-05-31
Mega Q-Mart,Eggplant,73,Surging,2026-05-31
Muntinlupa,Eggplant,71,Surging,2026-05-31
Cebu Carbon,Eggplant,74,Surging,2026-05-31
Baguio Public,Eggplant,61,Dipping,2026-05-31
Davao Bankerohan,Eggplant,62,Dipping,2026-05-31
Iloilo Terminal,Eggplant,75,Surging,2026-05-31
Balintawak,Squash,40,Surging,2026-05-31
Divisoria,Squash,37,Rising,2026-05-31
Mega Q-Mart,Squash,40,Dipping,2026-05-31
Muntinlupa,Squash,40,Dipping,2026-05-31
Cebu Carbon,Squash,40,Dipping,2026-05-31
Baguio Public,Squash,42,Stable,2026-05-31
Davao Bankerohan,Squash,42,Stable,2026-05-31
Iloilo Terminal,Squash,50,Surging,2026-05-31
Balintawak,Ampalaya,66,Stable,2026-05-31
Divisoria,Ampalaya,77,Surging,2026-05-31
Mega Q-Mart,Ampalaya,94,Surging,2026-05-31
Muntinlupa,Ampalaya,85,Rising,2026-05-31
Cebu Carbon,Ampalaya,89,Surging,2026-05-31
Baguio Public,Ampalaya,89,Surging,2026-05-31
Davao Bankerohan,Ampalaya,90,Surging,2026-05-31
Iloilo Terminal,Ampalaya,80,Stable,2026-05-31
Balintawak,Pechay Baguio,52,Rising,2026-05-30
Divisoria,Pechay Baguio,44,Dipping,2026-05-30
Mega Q-Mart,Pechay Baguio,57,Dipping,2026-05-30
Muntinlupa,Pechay Baguio,66,Surging,2026-05-30
Cebu Carbon,Pechay Baguio,57,Stable,2026-05-30
Baguio Public,Pechay Baguio,57,Dipping,2026-05-30
Davao Bankerohan,Pechay Baguio,57,Dipping,2026-05-30
Iloilo Terminal,Pechay Baguio,59,Stable,2026-05-30
Balintawak,Cabbage (Scorpio),40,Stable,2026-05-30
Divisoria,Cabbage (Scorpio),40,Stable,2026-05-30
Mega Q-Mart,Cabbage (Scorpio),52,Rising,2026-05-30
Muntinlupa,Cabbage (Scorpio),47,Stable,2026-05-30
Cebu Carbon,Cabbage (Scorpio),53,Surging,2026-05-30
Baguio Public,Cabbage (Scorpio),44,Dipping,2026-05-30
Davao Bankerohan,Cabbage (Scorpio),45,Dipping,2026-05-30
Iloilo Terminal,Cabbage (Scorpio),49,Stable,2026-05-30
Balintawak,Carrots,79,Dipping,2026-05-30
Divisoria,Carrots,93,Surging,2026-05-30
Mega Q-Mart,Carrots,102,Stable,2026-05-30
Muntinlupa,Carrots,98,Dipping,2026-05-30
Cebu Carbon,Carrots,101,Stable,2026-05-30
Baguio Public,Carrots,100,Stable,2026-05-30
Davao Bankerohan,Carrots,117,Surging,2026-05-30
Iloilo Terminal,Carrots,108,Rising,2026-05-30
Balintawak,Broccoli,140,Rising,2026-05-30
Divisoria,Broccoli,133,Stable,2026-05-30
Mega Q-Mart,Broccoli,159,Stable,2026-05-30
Muntinlupa,Broccoli,167,Stable,2026-05-30
Cebu Carbon,Broccoli,160,Stable,2026-05-30
Baguio Public,Broccoli,166,Stable,2026-05-30
Davao Bankerohan,Broccoli,181,Surging,2026-05-30
Iloilo Terminal,Broccoli,160,Stable,2026-05-30
Balintawak,Tomato,77,Surging,2026-05-30
Divisoria,Tomato,61,Dipping,2026-05-30
Mega Q-Mart,Tomato,85,Rising,2026-05-30
Muntinlupa,Tomato,92,Surging,2026-05-30
Cebu Carbon,Tomato,80,Stable,2026-05-30
Baguio Public,Tomato,81,Stable,2026-05-30
Davao Bankerohan,Tomato,74,Dipping,2026-05-30
Iloilo Terminal,Tomato,84,Rising,2026-05-30
Balintawak,White Potato,85,Surging,2026-05-30
Divisoria,White Potato,73,Stable,2026-05-30
Mega Q-Mart,White Potato,105,Surging,2026-05-30
Muntinlupa,White Potato,89,Stable,2026-05-30
Cebu Carbon,White Potato,105,Surging,2026-05-30
Baguio Public,White Potato,102,Surging,2026-05-30
Davao Bankerohan,White Potato,88,Dipping,2026-05-30
Iloilo Terminal,White Potato,91,Stable,2026-05-30
Balintawak,Bell Pepper (Green),160,Rising,2026-05-30
Divisoria,Bell Pepper (Green),145,Stable,2026-05-30
Mega Q-Mart,Bell Pepper (Green),206,Surging,2026-05-30
Muntinlupa,Bell Pepper (Green),195,Rising,2026-05-30
Cebu Carbon,Bell Pepper (Green),209,Surging,2026-05-30
Baguio Public,Bell Pepper (Green),197,Rising,2026-05-30
Davao Bankerohan,Bell Pepper (Green),215,Surging,2026-05-30
Iloilo Terminal,Bell Pepper (Green),171,Dipping,2026-05-30
Balintawak,Cauliflower,141,Surging,2026-05-30
Divisoria,Cauliflower,139,Surging,2026-05-30
Mega Q-Mart,Cauliflower,146,Stable,2026-05-30
Muntinlupa,Cauliflower,150,Stable,2026-05-30
Cebu Carbon,Cauliflower,155,Stable,2026-05-30
Baguio Public,Cauliflower,143,Dipping,2026-05-30
Davao Bankerohan,Cauliflower,148,Stable,2026-05-30
Iloilo Terminal,Cauliflower,173,Surging,2026-05-30
Balintawak,Lettuce (Romaine),102,Rising,2026-05-30
Divisoria,Lettuce (Romaine),93,Dipping,2026-05-30
Mega Q-Mart,Lettuce (Romaine),126,Rising,2026-05-30
Muntinlupa,Lettuce (Romaine),138,Surging,2026-05-30
Cebu Carbon,Lettuce (Romaine),121,Stable,2026-05-30
Baguio Public,Lettuce (Romaine),120,Stable,2026-05-30
Davao Bankerohan,Lettuce (Romaine),129,Rising,2026-05-30
Iloilo Terminal,Lettuce (Romaine),128,Rising,2026-05-30
Balintawak,Mango (Carabao),103,Stable,2026-05-30
Divisoria,Mango (Carabao),97,Dipping,2026-05-30
Mega Q-Mart,Mango (Carabao),146,Surging,2026-05-30
Muntinlupa,Mango (Carabao),149,Surging,2026-05-30
Cebu Carbon,Mango (Carabao),139,Rising,2026-05-30
Baguio Public,Mango (Carabao),139,Rising,2026-05-30
Davao Bankerohan,Mango (Carabao),118,Dipping,2026-05-30
Iloilo Terminal,Mango (Carabao),124,Dipping,2026-05-30
Balintawak,Rice (Well Milled),50,Rising,2026-05-30
Divisoria,Rice (Well Milled),43,Dipping,2026-05-30
Mega Q-Mart,Rice (Well Milled),51,Dipping,2026-05-30
Muntinlupa,Rice (Well Milled),64,Surging,2026-05-30
Cebu Carbon,Rice (Well Milled),64,Surging,2026-05-30
Baguio Public,Rice (Well Milled),51,Dipping,2026-05-30
Davao Bankerohan,Rice (Well Milled),63,Surging,2026-05-30
Iloilo Terminal,Rice (Well Milled),61,Rising,2026-05-30
Balintawak,Eggplant,58,Rising,2026-05-30
Divisoria,Eggplant,54,Stable,2026-05-30
Mega Q-Mart,Eggplant,68,Rising,2026-05-30
Muntinlupa,Eggplant,60,Dipping,2026-05-30
Cebu Carbon,Eggplant,75,Surging,2026-05-30
Baguio Public,Eggplant,65,Stable,2026-05-30
Davao Bankerohan,Eggplant,59,Dipping,2026-05-30
Iloilo Terminal,Eggplant,67,Rising,2026-05-30
Balintawak,Squash,36,Rising,2026-05-30
Divisoria,Squash,39,Surging,2026-05-30
Mega Q-Mart,Squash,48,Surging,2026-05-30
Muntinlupa,Squash,50,Surging,2026-05-30
Cebu Carbon,Squash,48,Surging,2026-05-30
Baguio Public,Squash,46,Rising,2026-05-30
Davao Bankerohan,Squash,47,Surging,2026-05-30
Iloilo Terminal,Squash,49,Surging,2026-05-30
Balintawak,Ampalaya,74,Surging,2026-05-30
Divisoria,Ampalaya,62,Dipping,2026-05-30
Mega Q-Mart,Ampalaya,80,Stable,2026-05-30
Muntinlupa,Ampalaya,91,Surging,2026-05-30
Cebu Carbon,Ampalaya,92,Surging,2026-05-30
Baguio Public,Ampalaya,86,Rising,2026-05-30
Davao Bankerohan,Ampalaya,76,Dipping,2026-05-30
Iloilo Terminal,Ampalaya,87,Rising,2026-05-30
Balintawak,Pechay Baguio,46,Dipping,2026-05-29
Divisoria,Pechay Baguio,49,Stable,2026-05-29
Mega Q-Mart,Pechay Baguio,60,Stable,2026-05-29
Muntinlupa,Pechay Baguio,57,Stable,2026-05-29
Cebu Carbon,Pechay Baguio,61,Stable,2026-05-29
Baguio Public,Pechay Baguio,55,Dipping,2026-05-29
Davao Bankerohan,Pechay Baguio,54,Dipping,2026-05-29
Iloilo Terminal,Pechay Baguio,63,Rising,2026-05-29
Balintawak,Cabbage (Scorpio),44,Surging,2026-05-29
Divisoria,Cabbage (Scorpio),37,Dipping,2026-05-29
Mega Q-Mart,Cabbage (Scorpio),51,Rising,2026-05-29
Muntinlupa,Cabbage (Scorpio),53,Rising,2026-05-29
Cebu Carbon,Cabbage (Scorpio),53,Rising,2026-05-29
Baguio Public,Cabbage (Scorpio),49,Stable,2026-05-29
Davao Bankerohan,Cabbage (Scorpio),47,Stable,2026-05-29
Iloilo Terminal,Cabbage (Scorpio),46,Dipping,2026-05-29
Balintawak,Carrots,79,Dipping,2026-05-29
Divisoria,Carrots,94,Surging,2026-05-29
Mega Q-Mart,Carrots,110,Rising,2026-05-29
Muntinlupa,Carrots,117,Surging,2026-05-29
Cebu Carbon,Carrots,107,Rising,2026-05-29
Baguio Public,Carrots,103,Stable,2026-05-29
Davao Bankerohan,Carrots,101,Stable,2026-05-29
Iloilo Terminal,Carrots,100,Stable,2026-05-29
Balintawak,Broccoli,139,Rising,2026-05-29
Divisoria,Broccoli,139,Rising,2026-05-29
Mega Q-Mart,Broccoli,158,Stable,2026-05-29
Muntinlupa,Broccoli,173,Rising,2026-05-29
Cebu Carbon,Broccoli,175,Rising,2026-05-29
Baguio Public,Broccoli,167,Stable,2026-05-29
Davao Bankerohan,Broccoli,150,Dipping,2026-05-29
Iloilo Terminal,Broccoli,183,Surging,2026-05-29
Balintawak,Tomato,71,Rising,2026-05-29
Divisoria,Tomato,62,Dipping,2026-05-29
Mega Q-Mart,Tomato,80,Stable,2026-05-29
Muntinlupa,Tomato,79,Stable,2026-05-29
Cebu Carbon,Tomato,86,Rising,2026-05-29
Baguio Public,Tomato,82,Stable,2026-05-29
Davao Bankerohan,Tomato,79,Stable,2026-05-29
Iloilo Terminal,Tomato,76,Dipping,2026-05-29
Balintawak,White Potato,79,Rising,2026-05-29
Divisoria,White Potato,77,Stable,2026-05-29
Mega Q-Mart,White Potato,89,Stable,2026-05-29
Muntinlupa,White Potato,89,Stable,2026-05-29
Cebu Carbon,White Potato,96,Rising,2026-05-29
Baguio Public,White Potato,98,Rising,2026-05-29
Davao Bankerohan,White Potato,87,Dipping,2026-05-29
Iloilo Terminal,White Potato,104,Surging,2026-05-29
Balintawak,Bell Pepper (Green),141,Dipping,2026-05-29
Divisoria,Bell Pepper (Green),171,Surging,2026-05-29
Mega Q-Mart,Bell Pepper (Green),204,Surging,2026-05-29
Muntinlupa,Bell Pepper (Green),179,Stable,2026-05-29
Cebu Carbon,Bell Pepper (Green),191,Rising,2026-05-29
Baguio Public,Bell Pepper (Green),170,Dipping,2026-05-29
Davao Bankerohan,Bell Pepper (Green),185,Stable,2026-05-29
Iloilo Terminal,Bell Pepper (Green),183,Stable,2026-05-29
Balintawak,Cauliflower,137,Surging,2026-05-29
Divisoria,Cauliflower,127,Stable,2026-05-29
Mega Q-Mart,Cauliflower,153,Stable,2026-05-29
Muntinlupa,Cauliflower,172,Surging,2026-05-29
Cebu Carbon,Cauliflower,142,Dipping,2026-05-29
Baguio Public,Cauliflower,164,Rising,2026-05-29
Davao Bankerohan,Cauliflower,150,Stable,2026-05-29
Iloilo Terminal,Cauliflower,155,Stable,2026-05-29
Balintawak,Lettuce (Romaine),91,Dipping,2026-05-29
Divisoria,Lettuce (Romaine),100,Stable,2026-05-29
Mega Q-Mart,Lettuce (Romaine),130,Surging,2026-05-29
Muntinlupa,Lettuce (Romaine),122,Stable,2026-05-29
Cebu Carbon,Lettuce (Romaine),136,Surging,2026-05-29
Baguio Public,Lettuce (Romaine),113,Dipping,2026-05-29
Davao Bankerohan,Lettuce (Romaine),111,Dipping,2026-05-29
Iloilo Terminal,Lettuce (Romaine),121,Stable,2026-05-29
Balintawak,Mango (Carabao),110,Stable,2026-05-29
Divisoria,Mango (Carabao),104,Stable,2026-05-29
Mega Q-Mart,Mango (Carabao),136,Rising,2026-05-29
Muntinlupa,Mango (Carabao),146,Surging,2026-05-29
Cebu Carbon,Mango (Carabao),136,Rising,2026-05-29
Baguio Public,Mango (Carabao),141,Rising,2026-05-29
Davao Bankerohan,Mango (Carabao),134,Stable,2026-05-29
Iloilo Terminal,Mango (Carabao),140,Rising,2026-05-29
Balintawak,Rice (Well Milled),44,Dipping,2026-05-29
Divisoria,Rice (Well Milled),43,Dipping,2026-05-29
Mega Q-Mart,Rice (Well Milled),65,Surging,2026-05-29
Muntinlupa,Rice (Well Milled),52,Dipping,2026-05-29
Cebu Carbon,Rice (Well Milled),60,Rising,2026-05-29
Baguio Public,Rice (Well Milled),53,Dipping,2026-05-29
Davao Bankerohan,Rice (Well Milled),64,Surging,2026-05-29
Iloilo Terminal,Rice (Well Milled),53,Dipping,2026-05-29
Balintawak,Eggplant,49,Dipping,2026-05-29
Divisoria,Eggplant,57,Rising,2026-05-29
Mega Q-Mart,Eggplant,62,Dipping,2026-05-29
Muntinlupa,Eggplant,71,Rising,2026-05-29
Cebu Carbon,Eggplant,71,Surging,2026-05-29
Baguio Public,Eggplant,70,Rising,2026-05-29
Davao Bankerohan,Eggplant,74,Surging,2026-05-29
Iloilo Terminal,Eggplant,65,Stable,2026-05-29
Balintawak,Squash,35,Stable,2026-05-29
Divisoria,Squash,37,Rising,2026-05-29
Mega Q-Mart,Squash,49,Surging,2026-05-29
Muntinlupa,Squash,47,Rising,2026-05-29
Cebu Carbon,Squash,41,Dipping,2026-05-29
Baguio Public,Squash,42,Stable,2026-05-29
Davao Bankerohan,Squash,39,Dipping,2026-05-29
Iloilo Terminal,Squash,44,Stable,2026-05-29
Balintawak,Ampalaya,63,Dipping,2026-05-29
Divisoria,Ampalaya,66,Stable,2026-05-29
Mega Q-Mart,Ampalaya,81,Stable,2026-05-29
Muntinlupa,Ampalaya,90,Surging,2026-05-29
Cebu Carbon,Ampalaya,86,Rising,2026-05-29
Baguio Public,Ampalaya,93,Surging,2026-05-29
Davao Bankerohan,Ampalaya,75,Dipping,2026-05-29
Iloilo Terminal,Ampalaya,92,Surging,2026-05-29
Balintawak,Pechay Baguio,47,Stable,2026-05-28
Divisoria,Pechay Baguio,55,Surging,2026-05-28
Mega Q-Mart,Pechay Baguio,61,Stable,2026-05-28
Muntinlupa,Pechay Baguio,56,Dipping,2026-05-28
Cebu Carbon,Pechay Baguio,61,Stable,2026-05-28
Baguio Public,Pechay Baguio,55,Dipping,2026-05-28
Davao Bankerohan,Pechay Baguio,55,Dipping,2026-05-28
Iloilo Terminal,Pechay Baguio,59,Stable,2026-05-28
Balintawak,Cabbage (Scorpio),36,Dipping,2026-05-28
Divisoria,Cabbage (Scorpio),44,Surging,2026-05-28
Mega Q-Mart,Cabbage (Scorpio),50,Rising,2026-05-28
Muntinlupa,Cabbage (Scorpio),45,Dipping,2026-05-28
Cebu Carbon,Cabbage (Scorpio),46,Dipping,2026-05-28
